"决定","性别","吸引力","共同爱好","幽默","真诚","雄心","智力","好感","成功率自估","日常出门频率","对宗教的看重程度","对种族的看重程度","年龄","种族","从事领域","对方决定","好感得分","对方评估成功率","吸引力得分","共同爱好得分","幽默得分","真诚得分","雄心得分","智力得分","对方年龄","对方种族","是否同一种族","日常约会频率"
0,0,7,2,7,6,5,5,6,5,2,3,8,22,2,7,1,7,5,7,5,7,7,7,7,23,1,0,6
0,0,6,5,5,6,5,6,5,7,2,3,8,22,2,7,1,9,9,10,10,10,10,10,10,27,4,0,6
0,0,6,3,3,3,3,5,4,3,2,3,8,22,2,7,0,3,1,3,NA,4,4,7,NA,27,2,1,6
0,0,3,2,3,5,5,5,3,3,2,3,8,22,2,7,1,8,8,8,8,8,8,8,8,24,6,0,6
0,0,5,3,3,5,5,7,3,5,2,3,8,22,2,7,0,4,2,7,6,NA,NA,8,9,22,2,1,6
0,0,5,3,3,6,3,6,3,3,2,3,8,22,2,7,1,8,8,8,9,8,8,7,7,22,4,0,6
0,0,5,2,6,9,8,8,3,5,2,3,8,22,2,7,0,5,5,5,5,5,5,5,7,27,2,1,6
0,0,5,2,8,7,5,6,4,5,2,3,8,22,2,7,1,8,5,5,5,7,9,6,8,28,4,0,6
0,0,8,2,2,3,3,3,3,3,2,3,8,22,2,7,0,4,4,3,4,5,6,6,6,34,2,1,6
0,0,5,5,8,7,9,9,7,5,2,3,8,22,2,7,1,7,6,6,7,7,9,7,8,27,4,0,6
0,0,8,3,5,7,7,5,6,5,2,3,8,22,2,7,0,5,4,5,4,4,10,4,7,28,1,0,6
0,0,4,5,5,4,6,5,3,3,2,3,8,22,2,7,0,6,6,6,6,6,8,5,8,28,3,0,6
0,0,6,6,6,7,6,6,6,6,3,1,3,26,4,10,0,5,1,6,8,8,5,4,5,29,2,0,7
0,0,6,6,6,6,6,6,6,6,3,1,3,26,4,10,0,4,3,2,4,4,4,6,6,24,3,0,7
0,0,6,6,6,6,7,7,6,6,3,1,3,26,4,10,1,5,5,5,5,5,5,5,6,21,2,0,7
0,0,6,6,6,6,6,6,6,6,3,1,3,26,4,10,0,5,3,7,6,5,6,4,5,26,2,0,7
0,0,6,6,6,6,6,6,6,6,3,1,3,26,4,10,0,6,0,6,NA,4,6,5,6,25,2,0,7
0,0,5,5,5,5,5,5,5,5,3,1,3,26,4,10,0,5,3,7,2,5,6,5,5,32,2,0,7
0,0,6,5,6,6,6,6,6,5,3,1,3,26,4,10,0,2,6,5,4,3,5,6,7,25,2,0,7
0,0,6,5,6,6,7,7,6,5,3,1,3,26,4,10,1,6,2,8,7,5,7,6,8,25,2,0,7
0,0,6,6,6,6,7,7,6,6,3,1,3,26,4,10,0,6,3,5,2,3,4,5,4,27,2,0,7
0,0,6,6,7,7,7,7,7,6,3,1,3,26,4,10,0,5,2,6,5,5,7,5,7,23,1,0,7
0,0,6,6,6,7,7,7,6,6,3,1,3,26,4,10,1,9,6,9,9,9,9,9,9,27,4,1,7
0,0,6,6,6,7,7,7,6,6,3,1,3,26,4,10,1,8,5,7,NA,8,7,NA,NA,27,2,0,7
0,0,5,5,5,5,5,5,5,5,3,1,3,26,4,10,1,3,3,3,3,3,3,3,3,24,6,0,7
0,0,5,5,5,6,7,7,5,5,3,1,3,26,4,10,0,4,4,7,7,NA,NA,8,7,22,2,0,7
0,0,5,5,5,5,5,5,5,5,3,1,3,26,4,10,1,7,6,7,9,5,7,6,5,22,4,1,7
0,0,6,6,6,6,6,6,6,6,3,1,3,26,4,10,0,5,5,5,5,4,7,5,3,27,2,0,7
0,0,6,5,7,7,6,7,6,5,3,1,3,26,4,10,0,4,3,7,3,4,4,7,7,28,4,1,7
0,0,6,6,6,6,6,6,6,6,3,1,3,26,4,10,0,4,4,3,5,4,6,4,6,34,2,0,7
0,0,7,6,7,7,7,7,7,5,3,1,3,26,4,10,1,6,6,5,6,7,9,7,8,27,4,1,7
0,0,6,6,6,7,6,7,7,6,3,1,3,26,4,10,0,5,4,5,4,4,10,6,8,28,1,0,7
0,0,6,6,6,6,6,6,6,6,3,1,3,26,4,10,0,5,4,5,4,5,7,5,6,28,3,0,7
0,0,7,5,5,7,5,6,6,8,4,5,6,24,4,4,0,7,1,7,8,5,6,5,8,29,2,0,6
0,0,6,4,5,7,6,6,6,7,4,5,6,24,4,4,0,6,7,4,NA,5,8,9,8,24,3,0,6
0,0,6,5,4,6,6,7,6,5,4,5,6,24,4,4,1,6,6,6,6,6,5,5,7,21,2,0,6
0,0,6,5,7,5,6,6,6,7,4,5,6,24,4,4,1,8,7,7,8,7,8,8,9,26,2,0,6
0,0,6,4,6,6,7,6,5,6,4,5,6,24,4,4,0,7,2,7,NA,7,7,NA,7,25,2,0,6
0,0,4,6,4,7,6,7,6,6,4,5,6,24,4,4,1,7,5,8,3,7,7,8,8,32,2,0,6
1,0,8,7,6,7,7,7,8,7,4,5,6,24,4,4,1,6,6,7,6,6,7,9,8,25,2,0,6
0,0,6,7,6,7,5,7,6,7,4,5,6,24,4,4,1,7,3,7,6,7,8,7,8,25,2,0,6
0,0,6,5,5,5,6,7,6,6,4,5,6,24,4,4,0,3,2,7,2,3,5,10,7,27,2,0,6
1,0,6,5,7,8,6,6,7,7,4,5,6,24,4,4,1,7,7,8,7,7,7,7,7,23,1,0,6
0,0,5,4,4,7,5,6,5,8,4,5,6,24,4,4,1,6,6,9,9,9,9,9,9,27,4,1,6
0,0,7,6,7,7,7,7,6,7,4,5,6,24,4,4,1,8,4,7,7,6,6,6,NA,27,2,0,6
0,0,7,6,6,8,7,7,6,7,4,5,6,24,4,4,1,6,6,6,6,6,6,6,6,24,6,0,6
0,0,4,5,6,6,5,7,5,5,4,5,6,24,4,4,1,5,3,6,8,7,NA,NA,7,22,2,0,6
0,0,7,4,3,4,5,5,3,2,4,5,6,24,4,4,1,6,6,6,5,6,7,5,6,22,4,1,6
0,0,6,5,6,7,5,7,6,6,4,5,6,24,4,4,1,6,3,6,5,6,6,5,6,27,2,0,6
1,0,7,3,7,7,5,6,7,8,4,5,6,24,4,4,1,7,6,6,7,8,8,7,8,28,4,1,6
0,0,7,7,6,6,5,6,7,6,4,5,6,24,4,4,1,7,5,7,8,7,8,6,8,34,2,0,6
0,0,5,6,4,6,6,7,5,5,4,5,6,24,4,4,1,6,7,5,6,7,8,6,8,27,4,1,6
0,0,7,5,7,7,6,7,7,7,4,5,6,24,4,4,1,6,5,6,4,5,10,6,7,28,1,0,6
0,0,5,5,4,6,7,7,5,4,4,5,6,24,4,4,0,6,5,6,4,6,8,7,9,28,3,0,6
0,0,5,0,6,7,8,8,3,0,1,6,5,24,2,9,0,6,1,7,1,5,6,8,7,29,2,1,5
0,0,5,2,7,7,7,7,3,2,1,6,5,24,2,9,0,7,6,6,8,8,8,8,8,24,3,0,5
0,0,5,6,6,5,6,6,4,3,1,6,5,24,2,9,1,6,7,6,7,5,6,6,7,21,2,1,5
0,0,3,2,6,5,6,6,6,2,1,6,5,24,2,9,0,5,4,6,6,5,5,3,4,26,2,1,5
0,0,5,7,6,6,6,6,6,3,1,6,5,24,2,9,0,7,2,7,8,6,6,NA,6,25,2,1,5
0,0,2,0,5,7,8,8,3,0,1,6,5,24,2,9,0,5,4,5,NA,5,5,5,5,32,2,1,5
0,0,6,8,7,6,7,7,6,4,1,6,5,24,2,9,0,4,4,8,4,7,8,5,7,25,2,1,5
0,0,3,6,5,4,5,6,3,2,1,6,5,24,2,9,0,5,2,6,7,6,6,5,6,25,2,1,5
0,0,3,7,4,5,6,6,3,2,1,6,5,24,2,9,1,8,6,6,7,5,7,6,5,27,2,1,5
0,0,7,6,7,7,7,7,6,5,1,6,5,24,2,9,1,7,6,8,7,8,8,8,8,23,1,0,5
0,0,4,6,6,7,9,9,6,5,1,6,5,24,2,9,1,9,6,10,10,10,10,10,10,27,4,0,5
0,0,6,8,8,7,7,8,7,5,1,6,5,24,2,9,1,7,5,7,7,8,7,NA,NA,27,2,1,5
0,0,5,8,7,7,7,7,5,2,1,6,5,24,2,9,1,8,9,8,8,8,8,8,8,24,6,0,5
0,0,3,6,5,5,7,6,3,2,1,6,5,24,2,9,0,5,2,7,NA,NA,NA,NA,8,22,2,1,5
0,0,3,3,3,4,7,6,3,1,1,6,5,24,2,9,1,7,6,8,6,6,6,6,7,22,4,0,5
0,0,4,5,6,5,7,6,4,2,1,6,5,24,2,9,0,5,2,4,5,5,5,6,6,27,2,1,5
0,0,5,3,9,7,9,7,5,3,1,6,5,24,2,9,1,7,5,7,5,6,8,6,6,28,4,0,5
0,0,7,6,7,8,7,8,6,3,1,6,5,24,2,9,1,5,4,6,6,7,7,6,7,34,2,1,5
0,0,5,2,8,7,10,9,5,0,1,6,5,24,2,9,1,6,5,6,6,6,7,6,6,27,4,0,5
0,0,7,6,7,7,6,7,7,5,1,6,5,24,2,9,1,8,7,9,5,7,10,10,7,28,1,0,5
0,0,3,6,5,5,5,5,5,3,1,6,5,24,2,9,0,6,7,7,5,6,7,5,6,28,3,0,5
0,0,5,3,4,3,4,9,3,1,1,10,1,25,6,9,0,7,2,8,6,8,7,8,8,29,2,0,6
0,0,8,NA,2,6,5,5,5,6,1,10,1,25,6,9,0,8,6,7,6,6,6,7,5,24,3,0,6
0,0,6,2,5,8,4,7,5,6,1,10,1,25,6,9,1,8,6,7,7,5,6,6,6,21,2,0,6
1,0,7,9,6,10,3,10,8,8,1,10,1,25,6,9,1,7,5,6,5,8,10,8,9,26,2,0,6
1,0,8,9,5,9,4,10,7,6,1,10,1,25,6,9,1,8,3,8,NA,8,7,NA,8,25,2,0,6
0,0,4,NA,5,6,9,6,4,5,1,10,1,25,6,9,0,5,4,5,NA,7,7,7,7,32,2,0,6
1,0,5,7,8,6,7,10,7,4,1,10,1,25,6,9,0,4,3,7,4,7,6,5,8,25,2,0,6
1,0,5,8,7,9,NA,8,7,5,1,10,1,25,6,9,1,9,3,8,6,9,8,6,8,25,2,0,6
0,0,5,3,2,6,3,10,4,3,1,10,1,25,6,9,1,7,6,5,4,6,7,7,6,27,2,0,6
1,0,7,NA,8,9,6,9,7,5,1,10,1,25,6,9,1,8,6,8,7,8,8,8,8,23,1,0,6
1,0,9,7,6,10,7,8,7,7,1,10,1,25,6,9,1,10,6,10,6,9,9,9,9,27,4,0,6
1,0,6,5,9,10,4,9,6,5,1,10,1,25,6,9,1,8,4,7,NA,9,7,NA,7,27,2,0,6
0,0,4,2,3,10,3,10,5,5,1,10,1,25,6,9,1,6.5,7,7,7,7,7,7,7,24,6,1,6
0,0,5,3,2,4,3,8,4,6,1,10,1,25,6,9,1,5,3,8,8,NA,NA,NA,8,22,2,0,6
0,0,4,NA,3,3,6,7,5,4,1,10,1,25,6,9,1,5,5,8,4,4,6,4,5,22,4,0,6
0,0,6,2,4,5,6,9,5,3,1,10,1,25,6,9,0,4,2,5,5,5,6,5,5,27,2,0,6
1,0,9,NA,10,6,NA,8,7,2,1,10,1,25,6,9,0,6,3,7,2,2,6,7,7,28,4,0,6
0,0,4,NA,6,7,7,9,5,7,1,10,1,25,6,9,1,6,5,7,4,6,7,6,7,34,2,0,6
0,0,4,4,2,5,4,9,4,6,1,10,1,25,6,9,1,6,5,5,6,7,8,6,8,27,4,0,6
1,0,9,NA,9,10,8,9,8,5,1,10,1,25,6,9,1,9,7,7,7,9,9,6,8,28,1,0,6
1,0,6,4,3,7,6,9,7,6,1,10,1,25,6,9,0,6,7,5,7,8,8,6,7,28,3,0,6
1,0,7,4,6,8,7,9,7,5,1,2,2,25,2,10,0,4,1,4,4,6,5,8,8,29,2,1,7
0,0,5,3,5,6,5,7,4,3,1,2,2,25,2,10,0,5,2,8,5,5,7,6,8,24,3,0,7
0,0,7,4,5,8,8,8,5,4,1,2,2,25,2,10,0,NA,NA,NA,NA,NA,NA,NA,NA,21,2,1,7
0,0,7,7,8,2,5,8,8,3,1,2,2,25,2,10,1,10,10,10,10,10,10,10,10,26,2,1,7
1,0,7,7,10,3,7,10,8,10,1,2,2,25,2,10,1,9,10,8,NA,9,8,NA,8,25,2,1,7
0,0,7,6,6,7,5,8,7,4,1,2,2,25,2,10,1,8,8,6,5,3,5,5,5,32,2,1,7
0,0,5,2,4,1,5,8,5,1,1,2,2,25,2,10,0,1,1,9,2,3,1,4,6,25,2,1,7
0,0,5,2,5,7,5,8,5,3,1,2,2,25,2,10,0,6,2,7,6,7,7,8,9,25,2,1,7
1,0,7,6,5,8,7,8,7,6,1,2,2,25,2,10,0,6,7,5,8,4,5,9,7,27,2,1,7
0,0,7,4,8,7,6,8,7,5,1,2,2,25,2,10,1,7,3,7,NA,7,7,7,7,23,1,0,7
0,0,6,2,5,9,7,9,6,5,1,2,2,25,2,10,1,9,9,10,9,9,9,9,9,27,4,0,7
1,0,7,6,8,8,NA,9,8,5,1,2,2,25,2,10,0,4,1,5,NA,4,4,NA,6,27,2,1,7
0,0,6,4,4,8,7,8,7,4,1,2,2,25,2,10,1,9,9,9,9,9,9,9,9,24,6,0,7
0,0,6,3,4,8,8,8,6,5,1,2,2,25,2,10,0,6,2,7,NA,NA,NA,7,8,22,2,1,7
0,0,6,2,4,6,8,7,5,4,1,2,2,25,2,10,0,5,5,7,4,6,6,6,6,22,4,0,7
0,0,7,4,6,7,6,7,7,4,1,2,2,25,2,10,0,4,3,4,5,5,5,6,5,27,2,1,7
0,0,7,5,7,8,7,7,7,5,1,2,2,25,2,10,0,5,3,4,5,5,3,5,7,28,4,0,7
0,0,7,4,7,7,4,9,7,5,1,2,2,25,2,10,0,3,3,3,8,5,3,7,8,34,2,1,7
0,0,6,4,6,8,7,8,7,4,1,2,2,25,2,10,1,6,5,6,6,6,7,6,7,27,4,0,7
0,0,7,4,6,7,8,8,6,4,1,2,2,25,2,10,0,5,4,7,4,4,9,5,9,28,1,0,7
0,0,6,3,6,6,8,7,5,4,1,2,2,25,2,10,0,4,4,5,4,4,5,6,6,28,3,0,7
0,0,5,7,5,7,8,8,6,3,3,4,4,27,4,10,0,7,1,2,9,7,8,8,8,29,2,0,7
0,0,6,NA,8,8,7,6,4,3,3,4,4,27,4,10,0,4,4,3,2,6,7,10,8,24,3,0,7
0,0,6,6,6,8,7,7,7,5,3,4,4,27,4,10,1,7,7,5,8,5,6,7,8,21,2,0,7
1,0,7,6,7,7,8,8,8,10,3,4,4,27,4,10,1,9,10,7,6,7,7,5,8,26,2,0,7
1,0,9,3,10,9,8,10,9,10,3,4,4,27,4,10,1,8,10,7,NA,8,8,NA,8,25,2,0,7
0,0,6,4,7,8,5,7,5,5,3,4,4,27,4,10,0,5,2,5,5,3,5,5,5,32,2,0,7
0,0,9,NA,9,7,8,8,6,5,3,4,4,27,4,10,1,5,3,6,5,8,7,7,8,25,2,0,7
1,0,7,6,8,9,8,9,7,5,3,4,4,27,4,10,1,7,5,7,7,7,7,8,8,25,2,0,7
0,0,4,5,4,7,6,7,5,5,3,4,4,27,4,10,0,6,2,6,5,5,7,9,9,27,2,0,7
1,0,7,7,8,8,7,6,8,5,3,4,4,27,4,10,1,10,6,10,9,9,9,9,9,23,1,0,7
0,0,4,NA,5,7,6,5,4,5,3,4,4,27,4,10,1,6,6,7,7,7,7,7,7,27,4,1,7
1,0,7,4,8,8,7,8,7,6,3,4,4,27,4,10,0,6,4,6,NA,6,6,NA,NA,27,2,0,7
1,0,6,5,7,9,6,7,7,4,3,4,4,27,4,10,1,6,6,6,6,6,6,6,6,24,6,0,7
0,0,4,5,5,8,5,7,5,5,3,4,4,27,4,10,0,5,3,7,8,NA,NA,NA,8,22,2,0,7
0,0,5,5,7,6,10,6,6,4,3,4,4,27,4,10,1,7,6,7,6,6,8,6,8,22,4,1,7
1,0,8,NA,7,8,7,8,7,5,3,4,4,27,4,10,0,5,3,4,5,4,6,5,5,27,2,0,7
1,0,7,NA,9,7,9,8,7,5,3,4,4,27,4,10,0,4,2,5,2,2,3,5,4,28,4,1,7
1,0,7,5,6,9,8,10,8,5,3,4,4,27,4,10,0,6,4,4,5,7,6,8,9,34,2,0,7
1,0,6,7,7,7,10,9,7,5,3,4,4,27,4,10,1,6,7,6,7,6,8,6,8,27,4,1,7
1,0,8,NA,8,8,9,8,8,6,3,4,4,27,4,10,0,7,6,5,4,5,10,6,9,28,1,0,7
1,0,7,4,8,7,9,8,7,5,3,4,4,27,4,10,0,4,5,3,4,6,6,6,8,28,3,0,7
0,0,6,7,6,8,5,8,6,5,2,4,1,26,4,10,0,4,1,2,4,5,7,5,7,29,2,0,7
0,0,5,6,6,6,6,7,7,5,2,4,1,26,4,10,0,6,5,3,5,5,0,4,6,24,3,0,7
1,0,8,7,8,8,7,8,7,5,2,4,1,26,4,10,1,6,6,6,7,5,6,6,7,21,2,0,7
1,0,8,8,8,10,7,9,9,10,2,4,1,26,4,10,1,9,10,8,8,7,10,5,9,26,2,0,7
1,0,8,6,8,8,7,8,8,7,2,4,1,26,4,10,1,7,2,6,7,7,7,NA,7,25,2,0,7
0,0,5,4,6,7,6,7,6,5,2,4,1,26,4,10,0,5,3,5,2,5,5,5,6,32,2,0,7
1,0,8,5,8,6,8,8,6,5,2,4,1,26,4,10,0,4,1,7,8,9,8,7,10,25,2,0,7
1,0,4,7,7,8,8,8,7,5,2,4,1,26,4,10,1,7,3,7,7,7,7,7,8,25,2,0,7
0,0,6,5,6,8,6,9,6,5,2,4,1,26,4,10,0,5,5,3,3,3,7,5,9,27,2,0,7
0,0,5,5,8,7,8,8,6,5,2,4,1,26,4,10,1,7,3,7,NA,7,7,7,7,23,1,0,7
0,0,3,4,5,6,7,7,7,5,2,4,1,26,4,10,1,8,8,6,6,6,6,6,6,27,4,1,7
0,0,3,3,5,5,4,6,6,5,2,4,1,26,4,10,0,6,3,6,NA,5,8,6,8,27,2,0,7
0,0,5,5,5,7,6,7,6,5,2,4,1,26,4,10,1,6,6,6,6,6,6,6,6,24,6,0,7
0,0,4,3,5,5,5,6,4,5,2,4,1,26,4,10,1,7,5,6,9,NA,NA,NA,8,22,2,0,7
0,0,6,4,5,4,6,6,3,4,2,4,1,26,4,10,0,4,5,4,7,4,6,5,5,22,4,1,7
1,0,7,6,8,6,7,7,7,5,2,4,1,26,4,10,0,5,3,4,5,5,6,6,6,27,2,0,7
1,0,6,6,9,7,8,7,8,6,2,4,1,26,4,10,0,3,1,4,2,2,2,7,6,28,4,1,7
1,0,7,8,6,8,6,7,7,5,2,4,1,26,4,10,0,4,3,5,3,6,7,7,8,34,2,0,7
1,0,4,6,7,8,8,8,7,5,2,4,1,26,4,10,1,6,6,6,6,7,7,6,8,27,4,1,7
0,0,6,4,8,6,8,6,6,7,2,4,1,26,4,10,0,5,4,5,4,4,9,6,7,28,1,0,7
0,0,7,5,6,6,5,7,5,5,2,4,1,26,4,10,0,5,5,5,5,6,6,5,7,28,3,0,7
1,0,9,7,9,9,8,9,8,7,3,10,1,29,2,3,0,8,4,2,5,9,8,8,9,29,2,1,6
0,0,7,4,7,7,8,8,7,2,3,10,1,29,2,3,0,5,7,4,5,6,6,2,7,24,3,0,6
0,0,6,5,5,8,8,8,5,4,3,10,1,29,2,3,1,5,7,4,7,5,7,8,8,21,2,1,6
0,0,7,6,8,7,7,8,7,5,3,10,1,29,2,3,0,6,3,5,6,3,6,6,7,26,2,1,6
1,0,8,7,7,7,6,8,8,4,3,10,1,29,2,3,0,5,1,5,NA,5,5,NA,5,25,2,1,6
0,0,6,3,8,8,8,8,7,3,3,10,1,29,2,3,1,6,5,5,2,7,5,7,6,32,2,1,6
0,0,7,4,7,7,6,8,7,2,3,10,1,29,2,3,0,5,3,6,4,3,8,7,9,25,2,1,6
0,0,6,6,7,9,6,9,7,6,3,10,1,29,2,3,0,4,5,3,4,5,7,7,7,25,2,1,6
0,0,6,7,7,7,6,8,7,4,3,10,1,29,2,3,1,8,4,6,4,5,7,3,7,27,2,1,6
0,0,8,6,7,8,7,7,6,6,3,10,1,29,2,3,1,7,5,7,7,7,7,7,7,23,1,0,6
0,0,6,5,7,7,7,7,7,6,3,10,1,29,2,3,1,10,10,10,10,10,10,10,10,27,4,0,6
0,0,8,6,6,8,7,8,7,5,3,10,1,29,2,3,0,7,2,5,NA,6,9,NA,NA,27,2,1,6
0,0,6,5,8,8,6,8,8,4,3,10,1,29,2,3,1,7,7,7,7,7,7,7,7,24,6,0,6
0,0,7,5,7,9,6,8,8,5,3,10,1,29,2,3,0,4,3,7,NA,7,NA,NA,9,22,2,1,6
0,0,6,4,6,7,9,8,6,3,3,10,1,29,2,3,1,6,7,6,6,6,8,5,6,22,4,0,6
0,0,9,6,8,8,6,7,7,2,3,10,1,29,2,3,0,6,4,4,5,6,7,5,7,27,2,1,6
0,0,8,8,8,8,8,9,8,7,3,10,1,29,2,3,1,8,7,6,8,7,9,6,9,28,4,0,6
0,0,6,5,6,6,7,7,6,2,3,10,1,29,2,3,0,3,3,3,3,5,5,6,6,34,2,1,6
0,0,7,6,7,8,8,8,7,4,3,10,1,29,2,3,1,5,7,5,6,7,10,6,9,27,4,0,6
0,0,10,5,6,9,6,9,9,2,3,10,1,29,2,3,0,5,5,10,4,4,10,5,10,28,1,0,6
0,0,8,3,8,8,8,8,7,3,3,10,1,29,2,3,0,3,4,3,3,4,8,4,7,28,3,0,6
1,0,8,5,9,10,10,10,8,5,2,10,9,26,1,3,0,8,5,2,4,9,8,7,8,29,2,0,6
1,0,8,5,7,9,8,8,7,2,2,10,9,26,1,3,1,7,6,7,9,9,8,8,9,24,3,0,6
0,0,5,7,7,10,7,9,8,1,2,10,9,26,1,3,1,7,6,6,7,5,6,7,7,21,2,0,6
0,0,5,3,7,9,7,7,7,0,2,10,9,26,1,3,1,8,6,8,8,8,5,7,7,26,2,0,6
0,0,8,0,8,8,8,8,7,0,2,10,9,26,1,3,0,8,1,6,3,8,8,NA,7,25,2,0,6
0,0,4,3,7,7,7,7,7,2,2,10,9,26,1,3,1,8,6,8,2,8,8,8,8,32,2,0,6
0,0,9,5,9,9,7,8,8,2,2,10,9,26,1,3,0,8,4,8,4,9,8,6,8,25,2,0,6
0,0,6,3,9,9,7,9,8,5,2,10,9,26,1,3,1,7,3,6,5,8,7,7,8,25,2,0,6
0,0,7,3,6,4,7,9,7,3,2,10,9,26,1,3,1,8,6,6,6,7,7,8,9,27,2,0,6
1,0,9,8,9,9,9,9,9,8,2,10,9,26,1,3,1,8,6,8,8,8,8,8,8,23,1,1,6
1,0,8,5,9,10,9,9,7,7,2,10,9,26,1,3,0,1,1,1,1,1,1,1,1,27,4,0,6
0,0,6,3,6,10,8,9,6,2,2,10,9,26,1,3,0,7,4,6,NA,6,6,NA,NA,27,2,0,6
0,0,6,6,7,10,8,8,7,6,2,10,9,26,1,3,1,6,6,6,6,6,6,6,6,24,6,0,6
0,0,6,5,9,10,10,10,8,5,2,10,9,26,1,3,1,5,5,8,8,7,7,5,8,22,2,0,6
0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,10,9,26,1,3,0,6,7,4,NA,8,8,6,8,22,4,0,6
1,0,5,7,7,10,7,9,8,1,2,10,9,26,1,3,1,7,4,6,7,7,5,6,7,27,2,0,6
1,0,6,5,10,10,8,9,10,6,2,10,9,26,1,3,1,8,6,7,7,8,9,5,8,28,4,0,6
1,0,8,7,9,9,8,9,8,6,2,10,9,26,1,3,1,7,5,5,8,7,7,7,8,34,2,0,6
0,0,4,2,8,10,10,10,8,4,2,10,9,26,1,3,1,6,6,5,6,8,10,6,8,27,4,0,6
1,0,10,7,10,8,10,9,9,4,2,10,9,26,1,3,1,7,7,6,6,8,10,7,10,28,1,1,6
0,0,9,3,4,9,10,9,7,4,2,10,9,26,1,3,0,6,6,4,5,8,8,7,8,28,3,0,6
0,0,3,3,5,6,6,6,2,3,2,3,1,26,2,6,0,4,1,5,3,5,6,7,5,29,2,1,6
1,0,6,6,8,8,7,8,8,6,2,3,1,26,2,6,1,6,6,6,8,8,7,9,8,24,3,0,6
0,0,5,5,5,6,8,7,5,6,2,3,1,26,2,6,1,5,7,5,6,7,8,5,7,21,2,1,6
0,0,5,6,6,6,6,7,6,5,2,3,1,26,2,6,1,9,8,8,7,8,9,5,6,26,2,1,6
1,0,6,6,7,6,6,7,6,6,2,3,1,26,2,6,0,6,3,6,NA,7,6,NA,7,25,2,1,6
0,0,3,3,7,6,7,7,6,3,2,3,1,26,2,6,0,5,4,3,2,5,5,5,7,32,2,1,6
1,0,7,5,8,8,7,8,7,6,2,3,1,26,2,6,1,6,5,7,6,7,7,6,9,25,2,1,6
1,0,5,6,7,7,5,8,6,6,2,3,1,26,2,6,1,8,5,7,7,8,7,7,7,25,2,1,6
0,0,4,5,3,4,6,6,3,3,2,3,1,26,2,6,1,4,1,5,2,3,4,3,6,27,2,1,6
1,0,8,6,5,8,5,7,6,5,2,3,1,26,2,6,1,7,3,7,7,7,7,7,7,23,1,0,6
0,0,4,4,8,8,6,8,6,3,2,3,1,26,2,6,1,10,10,10,10,10,10,10,10,27,4,0,6
1,0,7,5,6,8,6,8,6,6,2,3,1,26,2,6,0,6,3,6,NA,4,6,NA,NA,27,2,1,6
0,0,2,7,2,5,6,6,3,4,2,3,1,26,2,6,1,7,7,7,7,7,7,7,7,24,6,0,6
0,0,4,5,7,7,5,7,5,5,2,3,1,26,2,6,0,5,3,8,NA,NA,NA,NA,8,22,2,1,6
0,0,2,5,4,3,6,6,3,3,2,3,1,26,2,6,1,9,8,8,10,8,8,7,8,22,4,0,6
1,0,8,6,7,7,7,7,7,6,2,3,1,26,2,6,0,4,3,3,5,3,4,3,5,27,2,1,6
0,0,6,8,8,8,7,8,6,8,2,3,1,26,2,6,1,7,4,8,7,5,8,6,5,28,4,0,6
0,0,5,5,7,6,7,7,6,4,2,3,1,26,2,6,0,3,2,3,4,5,5,7,7,34,2,1,6
0,0,7,5,3,6,6,6,6,4,2,3,1,26,2,6,1,5,5,5,6,6,8,6,7,27,4,0,6
0,0,6,6,7,7,6,6,6,4,2,3,1,26,2,6,1,7,7,6,4,7,10,7,10,28,1,0,6
0,0,3,4,4,7,6,6,3,4,2,3,1,26,2,6,0,5,5,5,3,6,6,6,7,28,3,0,6
1,0,6,9,4,6,4,6,6,3,2,3,3,32,2,1,0,7,4,5,9,4,7,8,9,29,2,1,5
0,0,5,3,4,6,4,6,5,1,2,3,3,32,2,1,0,2,4,4,2,0,3,4,2,24,3,0,5
0,0,8,8,5,6,6,10,6,1,2,3,3,32,2,1,1,6,5,6,7,4,6,5,7,21,2,1,5
0,0,6,8,4,5,6,8,8,2,2,3,3,32,2,1,0,3,3,3,4,2,4,3,6,26,2,1,5
0,0,5,4,5,6,6,6,7,2,2,3,3,32,2,1,0,6,2,5,3,5,8,9,7,25,2,1,5
0,0,5,7,5,6,5,6,6,3,2,3,3,32,2,1,0,6,5,5,8,5,5,5,7,32,2,1,5
0,0,6,3,5,4,6,5,6,2,2,3,3,32,2,1,0,6,4,6,3,3,7,4,9,25,2,1,5
1,0,8,4,5,10,8,10,9,3,2,3,3,32,2,1,0,4,2,3,3,3,7,8,8,25,2,1,5
1,0,9,2,3,6,6,9,8,3,2,3,3,32,2,1,1,5,3,6,3,5,8,3,8,27,2,1,5
0,0,9,2,8,8,6,8,8,2,2,3,3,32,2,1,1,7,2,7,0,0,7,7,7,23,1,0,5
0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,32,2,1,1,10,10,10,10,10,10,10,10,27,4,0,5
0,0,8,2,4,8,6,8,8,2,2,3,3,32,2,1,0,4,1,4,NA,3,6,3,NA,27,2,1,5
0,0,5,2,2,6,5,8,7,2,2,3,3,32,2,1,1,7,7,7,7,7,7,7,7,24,6,0,5
0,0,6,6,4,8,8,8,8,2,2,3,3,32,2,1,1,4,3,7,4,NA,6,NA,9,22,2,1,5
